filename,cluster_id,image_role,category,themes,suggested_title,description,confidence
482010389_636888435982892_9188347793774672574_n.jpg,P051,main,framed,"insects,patterns",Give Yourself Time — Multi-Frame Quote,"A three-aperture white shadow-box frame spelling out the message 'Give Yourself Time', with each word paired with a stage of butterfly metamorphosis: 'Give' with a striped monarch caterpillar on grass, 'Yourself' with a hanging green-and-gold chrysalis on a leafy branch, and 'Time' with the fully-emerged orange-and-black monarch butterfly. A gentle, meditative inspirational piece for offices, healing spaces, study walls, or anywhere a quiet reminder of patience and growth would be welcome.",high
480735826_636888495982886_5860745759478271180_n.jpg,P051,angle,framed,"insects,patterns",,Earlier in-progress photograph showing the first two frames ('Give' and 'Yourself') of the triptych before the 'Time' frame was completed. Useful as a process/behind-the-scenes shot.,high
481069215_636888089316260_1818476963413508985_n.jpg,P051,angle,framed,"insects,patterns",,Close-up macro of the third frame: the orange-and-black monarch butterfly with the 'Time' label above — shows the dimensional spiral construction of the wings.,high
480740317_650037791334623_7913025221186007924_n.jpg,P052,main,framed,"flowers,australiana",Corymbia ficifolia (Red Flowering Gum),"A botanical-illustration-style framed quilling of three blossoms of the Australian native Corymbia ficifolia (red flowering gum) — vivid pink fringed flowers with golden-yellow stamens, hanging from a brown stem with three sage-green eucalyptus leaves. Includes a scientific name plaque. Part of the same natural-history-specimen aesthetic family as the Blue Banded Bee (P014) and the Framed Beetle (P036) — suited to studies, libraries, or anywhere an Australian native botanical accent is welcome. NOTE: the scientific name label currently reads 'Corumbia' (typo) — should be 'Corymbia'. Worth correcting before this listing goes live.",high
481103346_636423822696020_2636382729549279046_n.jpg,P053,main,framed,flowers,Single-Bloom Vase Series,"A series of small framed quillings, each showing a single stylised vase with two delicate paper flowers and curling green tendrils. Available in multiple flower colours: blue, magenta/purple, red, and yellow (see additional photos). Each is mounted in a clean white shadow-box frame; vases are deliberately rendered as flat white silhouettes so the dimensional quilled blooms above sit forward as the focal point. Sold individually or as a coordinated set of two or four. Please specify your preferred colour(s) when ordering.",high
481239205_636423899362679_694881490911037267_n.jpg,P053,angle,framed,flowers,,Blue palette variant: two blue daisy-style blooms with green tendrils above the white silhouette vase.,high
481167645_636423892696013_7033491381109510291_n.jpg,P053,angle,framed,flowers,,Magenta/purple palette variant: two bright magenta blooms with green tendrils.,high
481208829_636423689362700_595893013873711285_n.jpg,P053,angle,framed,flowers,,Red palette variant: two deep red blooms with curling green tendrils.,high
481191338_636423869362682_997343193436984292_n.jpg,P053,angle,framed,flowers,,Yellow palette variant: two bright yellow daisies with green tendrils.,high
480754385_633255163012886_4386065511355290750_n.jpg,P054,main,canvas,insects,Mini Rainbow Butterfly Canvas,"A vibrant quilled butterfly with rainbow-coloured wings (red, orange, yellow, green, blue, purple) and a dimensional white body, mounted on a miniature stretched canvas. Each wing features dense rolled-paper spirals of varying sizes. A cheerful gift-scale piece for desks, shelves, kitchens, or children's spaces. Comes with a small wooden easel. Part of the mini-canvas series alongside the Mandala (P048), Rainbow & Hearts (P049), Rainbow Garden (P055), Sunflower (P059), and Ladybug Vine (P067) designs.",high
481262768_633254953012907_110981158424619290_n.jpg,P055,main,canvas,flowers,Mini Rainbow Garden Canvas,"A whimsical quilled garden scene with six tightly-rolled flower blossoms in rainbow colours (yellow, blue, pink, red, orange, purple) on slender green stems, surrounded by curving green grass blades and a single small quilled butterfly hovering above. Mounted on a miniature stretched canvas with a wooden easel. A bright, joyful piece for desks, kitchens, garden-themed rooms, or children's spaces.",high
481819993_644076945264041_3152182222433576361_n.jpg,P056,main,framed,animals,Two Cats Forming a Heart,"A charming minimalist framed quilling of two cats — one white, one black — sitting side by side with their tails curving upward and meeting to form a heart shape above them. Each cat's body is constructed from tightly nested paper spirals, with delicate whisker detailing on each face. A sentimental piece for cat lovers, couples, anniversaries, or 'just because' gifts. Mounted in a clean white shadow-box frame.",high
481082019_636756172662785_5112027104769941854_n.jpg,P056,angle,framed,animals,,Alternative front-on flat shot of the two-cats piece in a white shadow-box frame — slightly different framing/lighting from the canonical main shot.,high
481818440_636756409329428_6710658650424437038_n.jpg,P056,angle,framed,animals,,Side-angle close-up showing the dimensional rolled-paper construction of each cat's body and the curving black tail that forms the heart.,high
481119369_636756439329425_1117120053293660262_n.jpg,P056,angle,framed,animals,,"Dramatic close-up side angle from the upper-left, foregrounding the heart and the depth of the spiral filigree in both cats.",high
480876238_629852723353130_6052678062296643840_n.jpg,P057,main,framed,patterns,Abstract Sea-Glass Wave Composition,"A second large-scale abstract framed quilling in the sea-glass palette — sage, eucalyptus, dusty teal, and cream ribbons curl and overlap in a denser, more wave-like composition than the calligraphic sea-glass piece (P047). Mounted in a clean light oak frame. Pairs naturally with P047 as a coordinated pair, or stands alone as a statement piece. A more aquatic, ocean-inspired reading than the freer calligraphic sister piece.",high
482253232_644076905264045_1913082342271585055_n.jpg,P058,main,framed,flowers,Rainbow Fern Frond,"A single fern frond rendered in quilled paper with leaflets graduating through the full rainbow spectrum — deep red at the base, climbing through orange, yellow, green, blue, purple and pink to white at the tip. A delicate, contemplative piece with a botanical-specimen feel. Mounted in a clean white shadow-box frame. Pairs naturally with the Rainbow Tree of Life (P029) for buyers wanting a coordinated set in the rainbow palette family.",high
482251264_644076981930704_6231646856733214849_n.jpg,P058,angle,framed,flowers,,Side-angle close-up showing the dimensional layering of each leaflet rising off the backing board and the delicate white central stem.,high
482358105_644076515264084_5473275798330708952_n.jpg,P058,angle,framed,flowers,,Oblique macro side angle showing the upward-curving tip of the frond and the depth of the rolled-paper construction in each leaflet.,high
481976971_633255093012893_8764789668741749916_n.jpg,P059,main,canvas,flowers,Mini Sunflower Canvas,"A single dense quilled sunflower with layered yellow petals and a dimensional brown centre, surrounded by curling green tendrils, mounted on a miniature stretched canvas displayed on its own little wooden easel. A cheerful, gift-scale piece for desks, kitchens, or small wall arrangements. Comes with the wooden easel. Part of the mini-canvas series alongside the Mandala (P048), Rainbow & Hearts (P049), Butterfly (P054), Rainbow Garden (P055), and Ladybug Vine (P067) designs.",high
482067499_645396765132059_4848978817454927133_n.jpg,P060,main,framed,"animals,pets",Quilled Paw Print,"A striking framed quilling of a dog or cat paw print rendered entirely in black: one large rounded triangular pad and four oval toe pads, each filled with intricate spiral filigree and small flower-motif detailing. Mounted in a clean white shadow-box frame. A meaningful gift for pet owners, dog/cat lovers, or as a memorial piece for a beloved pet. Available in white frame (shown here) or black frame (see additional photo) — please specify when ordering. A rainbow-coloured paw-print version in a heart frame is also available (see P066).",high
482070368_645396528465416_7239923477825663830_n.jpg,P060,angle,framed,"animals,pets",,"Frame variant: the same paw print design in a black shadow-box frame, front-on canonical shot.",high
482228297_645396451798757_4505340968560017541_n.jpg,P060,angle,framed,"animals,pets",,"Side-angle close-up of the paw print (black frame variant edge visible at right), foregrounding the spiral filigree work in the pads.",high
482243302_645396838465385_2633360085967853543_n.jpg,P060,angle,framed,"animals,pets",,"Tighter oblique angle of the paw print in a white frame, emphasising the dimensional rolled-paper construction.",high
482986331_644874338517635_4127845905757451162_n.jpg,P061,main,framed,"animals,nursery",Rainbow Unicorn,"A magical quilled unicorn portrait featuring a white head and body in profile, a tightly-spiralled white horn, and a flowing pastel rainbow mane in dimensional ribbon-style quilling (purple, pink, green, orange, blue). Surrounded by small floating pastel hearts in yellow, pink, purple, blue, and green. Mounted in a clean white shadow-box frame with a light oak outer frame. A favourite for girls' bedrooms, nurseries, milestone birthdays, and first-communion gifts. The first mythological-creature piece in the catalog — palette can be customised on request.",high
482205737_644874125184323_1159590270650561026_n.jpg,P061,angle,framed,"animals,nursery",,Side-angle close-up showing the dimensional ribbon construction of the rainbow mane and the floating pastel hearts.,high
482250989_645343668470702_434382871064324464_n.jpg,P062,main,framed,patterns,HOME — Quilled Word Art,"A large landscape-oriented framed quilling spelling 'HOME' in ornate dimensional capitals. Each letter is constructed from layered quilled spirals in a cream, ivory, charcoal and dark brown palette, with delicate floral and curling-tendril accents woven through and around the letters. Mounted on a clean white background with a deep chocolate-brown wooden outer frame and cream inner mat. A welcoming statement piece for hallways, entry walls, or above a sideboard; works as a housewarming, engagement, or new-home gift.",high
483618771_645344845137251_3479613203126954025_n.jpg,P062,angle,framed,patterns,,"Side-angle macro of the 'M' and 'E' end of the word, foregrounding the dimensional spiral construction and the floral filigree decoration around each letter.",high
482322936_647677911570611_7722187522709342040_n.jpg,P063,main,cards,animals,I Love Ewe — Valentine's / Anniversary Card,"A handmade A6 greeting card featuring a charming quilled sheep with a black head and white spiral-wool body, standing in a small patch of grass, with three small red quilled hearts floating overhead. The 'I love ewe' caption — a gentle sheep-themed pun — sits below the design. A sweet, slightly cheeky alternative to a traditional Valentine's or anniversary card. Comes with a matching envelope. Blank inside for your own message.",high
483369317_644089945262741_9130675601304425956_n.jpg,P064,main,framed,"patterns,seasonal",Make Your Own Luck — Shamrock Frame,"A small framed quilling featuring three dimensional green shamrocks (one large four-leaf clover and two smaller three-leaf clovers) growing from a tuft of green quilled grass, with the printed caption 'make your own LUCK' on a small card below. A motivational St Patrick's Day or Irish-themed gift suited to desks, shelves, or small wall arrangements; reads year-round as a 'good fortune' piece rather than strictly seasonal. Mounted in a clean white shadow-box frame.",high
483507713_644089941929408_3295581058455896078_n.jpg,P064,angle,framed,"patterns,seasonal",,Side-angle close-up showing the dimensional rolled-paper construction of each shamrock — the heart-shaped leaflets and central spirals are visible in this view.,high
482358846_644089815262754_896009490653323526_n.jpg,P064,angle,framed,"patterns,seasonal",,Lifestyle shot of the framed piece styled on a console alongside two ceramic vases and a sprig of dried eucalyptus — useful for buyers visualising the piece in a home setting.,high
483067395_646990174972718_8871810863628211189_n.jpg,P065,main,cards,"patterns,seasonal",Merry Christmas — Cream Snowflake Card,"A handmade A6 Christmas card featuring an elegant six-pointed quilled snowflake in cream and ivory tones, mounted on a clean white card with the printed greeting 'Merry Christmas' above. A timeless, understated holiday card suitable for any recipient. Comes with a matching envelope. Blank inside for your own message. Available individually or as a set — please specify quantity when ordering.",high
483101265_647273481611054_3764356426423463803_n.jpg,P066,main,framed,"animals,pets",Rainbow Paw Print in Heart Frame,"A heart-warming framed quilling featuring a paw print rendered in vibrant rainbow colours (pink, orange, yellow, green, blue, purple) nested inside an outline heart constructed from delicate white quilled filigree. Mounted in a clean white shadow-box frame. A bright, celebratory gift for pet owners, rainbow-bridge memorial pieces, or simply for someone whose pet is the centre of their world. Distinct from the all-black quilled paw print (P060), which offers a more classic monochrome aesthetic.",high
483530793_650533137951755_5997846057850635903_n.jpg,P067,main,canvas,insects,Mini Ladybug Vine Canvas,"A pair of vivid red quilled ladybugs perched on a curving green leaf-vine, mounted on a miniature stretched canvas displayed on its own little wooden easel. Each ladybug features dimensional spiral wing detail, black spots, and tiny antennae; the vine has eight rolled-paper leaves curling along its length. A cheerful, gift-scale piece for desks, kitchens, garden-themed rooms, or children's spaces. Comes with the wooden easel. Part of the mini-canvas series alongside the Mandala (P048), Rainbow & Hearts (P049), Butterfly (P054), Rainbow Garden (P055), and Sunflower (P059) designs.",high
483533889_646990331639369_8939831945682750924_n.jpg,P068,main,cards,"patterns,seasonal",Merry Christmas — Red Stocking Card,"A handmade A6 Christmas card featuring a quilled traditional Christmas stocking — a deep red stocking body filled with intricate spiral filigree and topped with a glittery white cuff. The printed greeting 'Merry Christmas' sits above the stocking, with iridescent glitter accents scattered across the white card background. A festive, classic holiday card. Comes with a matching envelope. Blank inside for your own message. Available individually or as a set — please specify quantity when ordering.",high
483811904_645706578434411_4387459848735977254_n.jpg,P069,main,homewares,"patterns,seasonal",Quilled Snowflake Christmas Bauble,"A delicate Christmas tree ornament: a clear plastic bauble containing a quilled pink-and-mauve six-pointed snowflake suspended inside, with a scattering of magenta glitter at the base of the bauble and a soft grey ribbon for hanging. The first 3D / hangable piece in the collection. A keepsake decoration that doubles as a quiet tribute to careful handmade work — beautiful catching the light on a tree branch or hanging in a window. Available in alternate colour palettes by request (please ask). Available in additional palette options including white-and-silver with matching glitter.",high
483838282_644701515201584_2866630872646357517_n.jpg,P070,main,framed,"nursery,names",Personalised Baby Birth Announcement (Sample: Halli Ash),"A made-to-order personalised birth announcement frame featuring a dimensional quilled teddy bear (palette to suit — this sample shown in pink, also available in blue, neutral, or your choice of colours), four floating balloons bearing the baby's birth statistics (length, weight, date, time of birth), and the baby's name spelled out in coordinating quilled letters on a small card below. A meaningful, keepsake gift for a baby shower, christening, naming day, or first birthday — designed to be displayed in the nursery for years. Please provide the baby's full name, date of birth, time of birth, weight, length, and any palette preferences when ordering. This piece is a commission example and is offered as a custom order only; please allow 3–4 weeks for completion.",high
483852741_647000858304983_913096307242892392_n.jpg,P071,main,homewares,"seasonal,patterns",Quilled Christmas Gift Tag Set,"A coordinated set of six handmade gift tags, each featuring a different quilled Christmas motif on a white tag with gold cord: a gold-and-red angel with halo, a red-and-green poinsettia, a red-and-white candy cane, a tall green Christmas tree, a trio of wrapped presents in red/white/green, and a top-hatted snowman. Ready to tie onto presents for a finished, handcrafted touch.",high
483860790_646992528305816_5345092746447207479_n.jpg,P072,main,cards,"seasonal,patterns",Merry Christmas — String of Lights Card,"A handmade A6 Christmas card featuring a string of quilled Christmas lights — seven dimensional teardrop bulbs in yellow, green, red, pink, blue, orange and purple, each capped with a small grey base, strung along a green twisted-paper wire. Topped with a printed ""Merry Christmas"" greeting. Comes with a coordinating envelope.",high
483936075_645706565101079_630438418752191852_n.jpg,P073,main,homewares,"seasonal,animals",Quilled Paw Print Christmas Bauble (Blue),"A delicate Christmas tree ornament: a clear plastic bauble containing a quilled blue paw print (one large pad and four toe pads in dimensional blue spirals) suspended inside, with a scattering of blue glitter at the base of the bauble and a soft blue grosgrain ribbon hanger. A second 3D ornament in the homewares range alongside the snowflake bauble.",high
483987035_647678111570591_7345203496001859362_n.jpg,P074,main,cards,"insects,patterns","""Bee Mine"" Valentine's Card","A handmade card featuring a charming quilled bumblebee with a yellow-and-black striped body, soft grey wings, and curling black antennae, accompanied by three tiny red quilled hearts in the upper-left corner. Captioned ""Bee mine"" in script. A playful, pun-driven alternative to a classic Valentine's card.",high
484030657_650037888001280_8546470054513590543_n.jpg,P075,main,framed,"flowers,australiana",Callistemon citrinus (Crimson Bottlebrush),A botanical-illustration-style framed quilling of the Australian native Callistemon citrinus (crimson bottlebrush) — a stem of slender dark-green leaves bearing a dense cluster of vivid red bottlebrush blossoms with fringed centres. Mounted in a clean white shadow-box frame with a printed scientific-name label. Companion piece to P052 (Corymbia ficifolia) and P088 (Acacia pycnantha) in the native-botanicals series.,high
484032090_647678094903926_7818348901752958874_n.jpg,P076,main,cards,patterns,"""Love"" Arrow Card","A minimalist handmade card with the word ""Love"" written in printed black calligraphy, the ""o"" replaced by a dimensional quilled red heart, pierced through by a printed black arrow that extends across the full width of the card. A clean, modern Valentine's or anniversary card. Comes with a coordinating envelope.",high
484111402_647133684958367_7530132358924929104_n.jpg,P077,main,framed,names,Personalised Rainbow Name Frame (Sample: Lucian),"A made-to-order personalised name piece featuring crisp white block letters set against a vibrant rainbow background — each letter is filled with a riot of tightly-rolled paper spirals in every colour of the rainbow, with floral and heart accents tucked between the strokes. The example shown spells ""Lucian"" with a small heart dot above the ""i"". A long landscape white shadow-box frame. Custom orders made to the customer's chosen name; full-name version companion to P038 (single-initial floral) and P108 (single-initial filled).",high
484032758_647133761625026_4974019975303004796_n.jpg,P077,angle,framed,names,,,high
484518686_647133764958359_2179196684834302617_n.jpg,P077,angle,framed,names,,,high
484033567_648027851535617_3539484123354421212_n.jpg,P078,main,framed,"patterns,australiana",Quilled Map of Australia,"A large framed quilling of the map of Australia, the continent and Tasmania filled with intricate filigree spirals in muted heritage tones — soft blues, dusty mauves, sandy creams, and pale greys with white accent coils — and a small quilled heart placed centrally over the inland. Mounted in a light oak shadow-box frame with a generous white mat. A statement piece for Australian-themed décor.",high
484545971_650533251285077_6164911771748431456_n.jpg,P078,angle,framed,"patterns,australiana",,,high
484357296_648023158202753_6226821022071393929_n.jpg,P078,process,framed,"patterns,australiana",,Work-in-progress: the cut-out continent outline before quilling is added.,high
484416595_648025228202546_3627869621237880405_n.jpg,P078,process,framed,"patterns,australiana",,"Work-in-progress: the cut-out continent outline with Tasmania, ready to be filled.",high
484036995_650037828001286_6721013815673985851_n.jpg,P079,main,framed,"flowers,australiana",Native Australian Botanicals Triptych,"A wide triptych shadow-box frame in light oak presenting three native Australian botanical quillings side by side, each with its printed scientific-name label: Corymbia ficifolia (flowering gum, pink-and-yellow blossoms), Acacia pycnantha (golden wattle, yellow pompom flowers on grey-green leaves), and Callistemon citrinus (crimson bottlebrush, dense red blossoms on green foliage). The individual pieces (P052, P088, P075) are also available separately.",high
484522207_648978244773911_2572141517387197854_n.jpg,P080,main,framed,"birds,australiana",Sulphur-crested Cockatoo,"A dimensional framed quilling of an Australian sulphur-crested cockatoo perched on a brown branch with green leaves — bright yellow crest fanned upward, soft white-and-pale-lavender body, dark beak, yellow underwing accents, and a long pale tail. Mounted in a light oak shadow-box frame. Part of the Australian birds series alongside the Kookaburra (P082) and Galah (P083).",high
484049112_648978478107221_5983314084745168629_n.jpg,P080,angle,framed,"birds,australiana",,,high
484648732_650944431243959_3369929321356997361_n.jpg,P080,angle,framed,"birds,australiana",,"Sold example, photographed in the oak frame.",high
484812140_648978228107246_3296577269508869032_n.jpg,P080,angle,framed,"birds,australiana",,Close-up perspective showing the dimensional crest and body feathers.,high
484304365_647129518292117_2863088041296429243_n.jpg,P081,main,framed,"birds,australiana",Stylised Black Cockatoo (Art-Style),"A dramatic art-style framed quilling of a yellow-tailed black cockatoo, head-on and brooding — the head a dense field of black filigree spirals, piercing yellow eyes, a heavy curved black beak, and a long fanned tail of mustard-yellow and black plumage. Mounted against a black background in a deep black shadow-box frame. A more graphic, stylised counterpart to the naturalistic P011 and P012.",high
484075131_647129801625422_8262514344276570205_n.jpg,P081,angle,framed,"birds,australiana",,,high
484088779_648428381495564_7707306977560715462_n.jpg,P082,main,framed,"birds,australiana",Kookaburra,"A dimensional framed quilling of an Australian kookaburra perched on a brown branch — soft cream-and-lavender chest, brown-and-grey wing with blue accent feathers, the distinctive long dark beak, and an orange-and-cream-banded tail. Mounted in a light oak shadow-box frame with a generous white mat. Part of the Australian birds series alongside the Sulphur-crested Cockatoo (P080) and Galah (P083).",high
485064018_648428368162232_1419601508371390562_n.jpg,P082,angle,framed,"birds,australiana",,,high
485130205_650944591243943_1512591655807975577_n.jpg,P082,angle,framed,"birds,australiana",,Sold example.,high
484557273_648960311442371_7277102849979364424_n.jpg,P083,main,framed,"birds,australiana",Galah,"A dimensional framed quilling of an Australian galah perched on a brown branch with eucalyptus leaves — soft pink crest with rolled spiral detail, deep pink chest with horizontal feather banding, and grey wings and tail. Mounted in a light oak shadow-box frame. Part of the Australian birds series alongside the Sulphur-crested Cockatoo (P080) and Kookaburra (P082).",high
484540690_648960284775707_7004239062747228224_n.jpg,P083,angle,framed,"birds,australiana",,,high
485141004_648960298109039_5725693154733868245_n.jpg,P083,angle,framed,"birds,australiana",,,high
485318506_650944577910611_8309097948570059120_n.jpg,P083,angle,framed,"birds,australiana",,Sold example.,high
484097673_648961338108935_5062868434784951130_n.jpg,P084,?drop,framed,"birds,australiana",,Composite shot showing Kookaburra (P082) and Galah (P083) side by side. Decide keep/drop/repurpose.,medium
484488981_648978341440568_6403343244689640464_n.jpg,P084,?drop,framed,"birds,australiana",,"Composite shot showing all three Aussie birds (P080 Sulphur-crested, P082 Kookaburra, P083 Galah) as a coordinated trio. Strong sub-collection candidate.",medium
484090725_647678118237257_2960628266328110624_n.jpg,P085,main,cards,patterns,"""Love is in the Air"" Heart Balloons Card","A handmade card featuring four quilled heart-shaped balloons in red and soft pink, two large and two small, with delicate hand-drawn string tails trailing downward. Captioned ""Love is in the air"" in flowing script. A romantic alternative to the classic Valentine's heart.",high
484118934_650036204668115_306678277043102162_n.jpg,P086,main,framed,birds,Five Owls on a Branch,"A wide landscape framed quilling featuring five small round owls in a colourful row — orange, blue, purple, green and pink — perched on a richly textured brown branch with curling green leaves at either end. Each owl has dimensional white-and-black eyes and a small triangular beak. Mounted in a clean white landscape shadow-box frame. A cheerful nursery or family-room piece.",high
484122800_647678234903912_6671404382630496029_n.jpg,P087,main,cards,flowers,"""I love you"" Red Tulip Bouquet Card","A handmade card featuring a quilled bouquet of nine red tulips on slender green stems, gathered together with a small pink quilled bow. Captioned ""I love you"" in elegant script. Coordinating envelope included.",high
484155372_650037778001291_3829532631126654210_n.jpg,P088,main,framed,"flowers,australiana",Acacia pycnantha (Golden Wattle),A botanical-illustration-style framed quilling of the Australian national floral emblem Acacia pycnantha (golden wattle) — a sinuous stem with paired grey-green elongated leaves and clusters of fringed golden-yellow pompom flowers. Mounted in a white shadow-box frame with a printed scientific-name label. Companion piece to P052 (Corymbia ficifolia) and P075 (Callistemon citrinus) in the native-botanicals series.,high
484218845_646990311639371_1101291574286210404_n.jpg,P089,main,cards,seasonal,Merry Christmas — White & Gold Angel Card,"A handmade A6 Christmas card featuring an elegant quilled angel — gold filigree halo, soft cream-and-gold wings, and a flowing white-and-gold robe with rolled spiral detail — surrounded by a scattering of gold glitter dots on a clean white card. Topped with a printed ""Merry Christmas"" greeting. Comes with a coordinating envelope.",high
484282870_646990541639348_6640617583236641724_n.jpg,P090,main,cards,"seasonal,patterns",Merry Christmas — Cream & Gold Bauble Card,"A handmade A6 Christmas card featuring a quilled Christmas bauble in soft cream and gold tones, with rolled spiral detail inside the round body, hanging from a delicate gold hand-drawn string and bow with curling tinsel-style flourishes either side. Topped with a printed ""Merry Christmas"" greeting. Comes with a coordinating envelope.",high
484285536_649715548033514_6856084344261867845_n.jpg,P091,main,canvas,"seasonal,patterns",Mini Four-Leaf Clover Canvas,A vivid green four-leaf clover with intricate spiral filigree detail in each leaf — varying shades of green plus dark accent coils — mounted on a miniature stretched canvas displayed on its own little wooden easel. Part of the mini-canvas series. Lucky charm and St Patrick's Day favourite.,high
484546181_650533131285089_1738512416358196527_n.jpg,P091,angle,canvas,"seasonal,patterns",,,high
484862126_647373451601057_5382911723312535436_n.jpg,P092,main,framed,patterns,Quilled Feather Frame (Palette Variants),"A single large dimensional quilled feather mounted in a clean white shadow-box frame. The feather is built from densely packed gradient ribbons of paper that fan out from a central white spine. Available in palette variants: cool (navy/blue/teal/green/cream) and warm (deep burgundy/red/orange/peach/cream). A bold, painterly statement piece.",high
484288848_647373554934380_5209720982624581117_n.jpg,P092,angle,framed,patterns,,Cool palette feather staged next to neutral vases.,high
484870925_647373218267747_3726264052783351392_n.jpg,P092,angle,framed,patterns,,"Cool palette feather, perspective showing dimensional layering.",high
484346634_647402044931531_4534570579074900318_n.jpg,P092,angle,framed,patterns,,"Warm palette feather, perspective.",high
484592671_647402051598197_1266479732694579179_n.jpg,P092,angle,framed,patterns,,"Warm palette feather, front.",high
484872781_647402131598189_1209420520323625255_n.jpg,P092,angle,framed,patterns,,"Warm palette feather, perspective.",high
484351004_646990294972706_8324419250698771624_n.jpg,P093,main,cards,"seasonal,patterns",Merry Christmas — Blue & Gold Snowflake Card,"A handmade A6 Christmas card featuring an elaborate eight-pointed quilled snowflake in deep blue and gold, built from layered teardrop loops, tight spirals and starburst points. Surrounded by a scattering of blue glitter dots on a clean white card. Topped with a printed ""Merry Christmas"" greeting. Comes with a coordinating envelope.",high
484373126_646990324972703_2526366504876315825_n.jpg,P094,main,cards,"seasonal,patterns",Merry Christmas — Pink & Coral Snowflake Card,"A handmade A6 Christmas card featuring an elaborate quilled snowflake in deep pink and copper-coral tones, built from layered teardrop petals, rolled spirals and slender star points. Set on a clean white card. Topped with a printed ""Merry Christmas"" greeting. Comes with a coordinating envelope.",high
484381698_646990308306038_1320093581601133998_n.jpg,P095,main,cards,"seasonal,patterns",Merry Christmas — Purple & Gold Snowflake Card,"A handmade A6 Christmas card featuring a quilled snowflake in soft mauve and gold tones, built from a central four-petal flourish surrounded by rolled spiral coils and slender star points. Set on a clean white card. Topped with a printed ""Merry Christmas"" greeting. Comes with a coordinating envelope.",high
484378183_649715521366850_206929500247585023_n.jpg,P096,main,canvas,"flowers,insects",Mini Garden Canvas (Extended Variant),"A whimsical quilled garden scene with eight tightly-rolled flower blossoms in rainbow colours (green spiral, purple, pink heart-flower, mustard, red spiral, red poppies, pink, green spiral) on slender green stems, joined by a small yellow butterfly. Surrounded by curving green grass blades and mounted on a miniature stretched canvas. A more populated companion variant to P055 (Mini Rainbow Garden Canvas) in the mini-canvas series.",medium
484456256_647677924903943_1623096002576069622_n.jpg,P097,main,cards,patterns,"""You Won My Heart"" Tic-Tac-Toe Card","A handmade card featuring a playful tic-tac-toe grid where three red quilled hearts (two large, one small) form a winning row diagonally across the board against three printed black X's. Captioned ""You won my heart"" in hand-lettered script below. A clever, witty alternative to the classic Valentine's card.",high
484485516_649280644743671_7309139057897322804_n.jpg,P098,?drop,framed,nautical,,"Composite shot showing Dolphin (P099), Whale (probably P032), and Seahorse (P100) side by side in matching rope-edged frames. Decide keep/drop/repurpose.",medium
484899967_649280684743667_6090079963114472099_n.jpg,P099,main,framed,nautical,Framed Quilled Dolphin,"A cheerful quilled dolphin leaping upward, rendered in soft blues, teals and silver-greys with elegant scrollwork detail across the body and tail. Three small splash droplets float to the right. Mounted in a rope-edged white shadow-box frame. Part of the nautical series alongside P030 (Sailboat), P031 (Lighthouse), P032 (Whale) and P100 (Seahorse).",high
484870290_649280621410340_7376652219465383036_n.jpg,P100,main,framed,nautical,Framed Quilled Seahorse,"A graceful quilled seahorse with intricate scrollwork body — layered blues and teals with green eye highlights — accompanied by three teal bubble dots in the upper-left corner and a pair of slender green seaweed fronds at the base. Mounted in a rope-edged white shadow-box frame. Part of the nautical series alongside P030 (Sailboat), P031 (Lighthouse), P032 (Whale) and P099 (Dolphin).",high
484507732_649715524700183_6209721679180501958_n.jpg,P101,main,canvas,animals,Mini Lovebirds Canvas,"A pair of quilled lovebirds — one buttery yellow on the left, one hot pink on the right — leaning toward each other with eyes closed and tiny red beaks almost touching, with a small two-tone heart floating between their heads. Each bird is built from elegant teardrop loops and rolled spirals. Mounted on a miniature stretched canvas. Part of the mini-canvas series.",high
486974548_657951560543246_8606516411865856653_n.jpg,P102,main,framed,"names,animals,pets",Personalised Pet & Initial Frame (Sample: P + Black Labrador),"A made-to-order personalised piece featuring a quilled monogram letter — built from layered pink and charcoal spirals with floral and heart accents — paired with a dimensional silhouette of the customer's pet in dark felt. The example shown features the letter ""P"" beside a black labrador silhouette with a pink collar. Mounted in a light oak shadow-box frame. Available with any initial, palette and pet silhouette.",high
484550619_650533354618400_3547513780228985149_n.jpg,P103-04,?drop,framed,"animals,nursery",,Composite shot showing Giraffe-with-Balloons (P103) and Lion-with-Balloons (P104) — two new pieces extending the nursery-animals-with-balloons series (P042-P046). Standalone main shots not yet supplied; create separate P103/P104 clusters when individual photos are available.,medium
484495662_646990188306050_8671798635593339420_n.jpg,P107,main,cards,"seasonal,animals",Merry Christmas — Rudolph Reindeer Card,"A handmade A6 Christmas card featuring a quilled cartoon reindeer — round brown spiral face, gold filigree antlers, dark brown ears with cream centres, googly eyes, and a bright red nose. Topped with a printed ""Merry Christmas"" greeting. A cheerful, whimsical card. Comes with a coordinating envelope.",high
484619691_650533377951731_8600041601585276851_n.jpg,P108,main,framed,names,"Personalised Filled Initial Frame (Sample: Blue ""L"")","A made-to-order personalised initial piece featuring a single tall block letter cut as an outline and filled with rolled-paper quilling in the customer's chosen palette — the example shown is a serif ""L"" filled with swirling blue, navy and pale lilac spirals with small floral accents. Mounted in a white square shadow-box frame. Single-initial sibling to the multi-letter Lucian style (P077); structurally distinct from P038 which sets a white letter against a quilled background.",high
